OTU_ID	inoculum1.control.before	inoculum1.control.after	inoculum1.treatment.before	inoculum1.treatment.after	inoculum2.control.before	inoculum2.control.after	inoculum2.treatment.before	inoculum2.treatment.after
otu1352	0	0	0	0	1	0	1	0
otu1353	0	0	0	3	0	0	0	2
otu1354	0	0	0	1	0	1	0	0
otu1355	0	0	0	0	0	2	0	0
otu1356	0	0	0	0	0	0	0	3
otu1357	0	0	0	3	1	0	2	0
otu1358	1	0	0	2	0	0	0	0
otu1359	0	1	1	0	0	0	0	1
otu1360	0	1	0	1	0	0	0	0
otu1361	0	0	0	0	3	4	0	0
otu1362	0	0	2	0	0	1	0	0
otu1363	0	0	0	0	0	0	2	0
otu1364	0	0	0	0	1	5	1	1
otu1365	0	0	0	0	0	5	0	0
otu1366	0	0	0	0	1	0	0	1
otu1367	0	0	0	13	0	0	0	0
otu1368	0	0	0	0	0	0	2	0
otu1369	0	0	0	0	0	1	0	1
otu1370	0	0	0	1	0	0	0	1
otu1371	0	0	0	0	0	12	0	0
otu1372	0	0	0	0	0	5	0	2
otu1373	0	0	0	0	0	10	0	0
otu1374	0	0	0	0	0	0	3	1
otu1375	0	0	0	0	0	2	0	0
otu1376	0	0	0	0	0	1	0	1
otu1377	0	0	0	0	0	5	0	0
otu1378	0	0	0	0	0	10	0	1
otu1379	0	0	0	0	0	10	0	1
otu1380	0	0	0	0	1	2	3	2
otu1381	0	0	0	12	0	0	0	0
otu1382	0	0	0	0	0	12	0	0
otu1383	0	0	0	0	1	0	2	1
otu1384	0	0	0	0	2	2	0	2
otu1385	0	0	0	0	0	3	1	2
otu1386	0	0	0	2	0	0	0	0
otu1387	0	0	0	0	0	3	1	4
otu1388	0	0	0	0	2	2	0	2
otu1389	0	0	0	0	0	4	1	2
otu1390	0	0	0	0	0	0	0	2
otu1391	0	0	0	0	0	0	2	0
otu1392	0	0	0	0	0	4	0	0
otu1393	0	0	0	0	0	1	0	1
otu1394	0	1	1	0	0	0	0	0
otu1395	0	0	0	0	4	4	1	1
otu1396	0	0	0	0	0	0	0	2
otu1397	2	0	0	0	0	0	0	0
otu1398	0	1	0	3	0	0	0	0
otu1399	0	0	0	0	0	1	0	1
otu1400	0	0	0	0	0	2	0	0
otu1401	0	0	0	0	0	2	1	0
otu1402	0	0	0	0	0	2	2	2
otu1403	0	0	0	0	0	12	0	0
otu1404	0	0	0	0	1	4	1	2
otu1405	0	0	0	0	0	1	0	1
otu1406	0	0	0	0	0	0	2	2
otu1407	0	0	0	0	0	7	0	1
otu1408	0	0	0	11	0	0	0	0
otu1409	0	0	0	0	0	10	0	0
otu1410	0	0	0	0	0	10	0	1
otu1411	0	0	0	0	0	1	0	1
otu1412	0	0	0	0	0	0	1	3
otu1413	0	0	0	0	0	0	1	1
otu1414	0	0	0	12	0	0	0	0
otu1415	0	0	0	0	0	11	0	0
otu1416	0	0	0	0	0	1	3	2
otu1417	0	0	0	0	1	7	1	1
otu1418	1	1	1	0	0	0	0	0
otu1419	0	0	0	0	0	8	0	3
otu1420	0	0	0	0	3	1	1	3
otu1421	0	0	0	0	1	1	1	0
otu1422	0	0	0	0	0	10	1	0
otu1423	0	0	0	0	0	10	0	0
otu1424	0	0	0	0	0	4	1	1
otu1425	0	0	0	0	0	12	0	0
otu1426	0	0	0	0	1	0	2	0
otu1427	0	0	0	0	0	6	1	1
otu1428	0	0	0	4	0	0	0	0
otu1429	0	0	3	1	0	0	0	0
otu1430	0	0	0	0	0	3	1	1
otu1431	0	0	0	0	0	0	2	3
otu1432	0	0	0	2	0	0	0	0
otu1433	0	0	0	0	0	12	0	0
otu1434	0	0	0	2	0	0	0	0
otu1435	0	0	0	0	0	12	0	0
otu1436	0	0	0	0	0	1	0	2
otu1437	0	0	0	0	0	11	0	0
otu1438	0	0	0	0	0	4	3	2
otu1439	0	0	0	7	0	0	0	0
otu1440	0	0	0	0	2	1	4	1
otu1441	0	1	0	2	0	0	0	0
otu1442	1	0	0	0	0	0	1	0
otu1443	0	0	0	0	0	11	0	1
otu1444	0	0	0	0	1	6	1	1
otu1445	0	0	0	0	0	3	1	1
otu1446	0	0	0	0	0	5	0	1
otu1447	0	0	0	0	4	2	1	1
otu1448	0	0	0	0	1	3	1	1
otu1449	0	0	0	2	0	0	0	0
otu1450	0	0	0	0	1	0	0	1
otu1451	0	0	0	11	0	0	0	0
otu1452	0	0	0	0	0	0	0	2
otu1453	0	0	0	0	0	3	0	0
otu1454	0	0	0	0	0	0	1	1
otu1455	0	0	0	1	0	1	0	0
otu1456	0	0	0	0	0	1	2	2
otu1457	0	0	1	0	0	0	2	0
otu1458	1	0	0	3	0	0	0	0
otu1459	0	0	0	0	0	5	0	3
otu1460	0	0	0	0	1	4	3	0
otu1461	0	0	0	2	0	0	0	0
otu1462	0	0	0	0	2	4	0	2
otu1463	1	0	0	0	0	1	0	0
otu1464	0	0	0	0	0	3	0	0
otu1465	0	0	0	0	0	0	1	2
otu1466	0	0	0	0	3	3	0	3
otu1467	0	0	0	0	0	11	0	0
otu1468	0	0	0	0	2	2	1	3
otu1469	0	9	0	0	0	0	0	0
otu1470	0	0	0	0	0	6	1	2
otu1471	0	0	0	0	2	0	0	1
otu1472	0	0	0	0	0	5	0	5
otu1473	0	0	0	1	0	0	1	0
otu1474	0	0	0	6	0	0	0	0
otu1475	0	0	0	0	0	10	0	0
otu1476	0	0	0	2	0	0	0	0
otu1477	0	0	0	0	0	10	0	1
otu1478	0	0	0	0	0	0	0	3
otu1479	0	0	0	0	0	5	1	2
otu1480	0	0	0	0	0	4	0	1
otu1481	0	0	0	0	0	11	0	0
otu1482	0	0	0	0	1	1	1	1
otu1483	0	0	0	0	0	3	1	0
otu1484	0	0	0	0	0	5	0	3
otu1485	0	0	0	0	0	3	1	2
otu1486	0	0	0	11	0	0	0	0
otu1487	0	0	0	0	1	5	3	0
otu1488	0	0	0	0	0	2	0	0
otu1489	0	0	0	0	0	2	0	0
otu1490	0	0	0	0	0	10	0	0
otu1491	0	0	0	0	0	0	1	3
otu1492	0	0	0	0	0	10	0	0
otu1493	0	0	0	1	0	0	0	1
otu1494	0	0	0	4	0	0	0	0
otu1495	0	0	0	0	0	2	0	0
otu1496	1	0	0	1	0	0	0	0
otu1497	0	0	0	0	0	10	0	0
otu1498	0	0	1	2	0	0	0	0
otu1499	0	0	0	0	0	9	0	2
otu1500	0	0	0	0	0	11	0	0
otu1501	0	0	0	0	0	1	0	1
otu1502	0	0	0	0	0	0	0	6
otu1503	0	0	0	0	1	4	3	0
otu1504	0	0	0	0	0	2	0	0
otu1505	0	0	0	0	0	11	0	0
otu1506	0	0	0	1	0	0	1	0
otu1507	0	0	0	1	0	1	0	0
otu1508	0	0	0	1	0	2	0	0
otu1509	0	0	0	0	1	9	0	0
otu1510	0	0	0	0	0	3	1	2
otu1511	0	0	0	0	0	2	0	2
otu1512	0	0	0	0	2	3	0	1
otu1513	0	0	0	0	0	10	0	0
otu1514	0	0	0	0	0	10	0	0
otu1515	0	0	0	0	1	10	0	0
otu1516	0	0	0	0	1	2	3	2
otu1517	0	0	0	0	0	4	0	2
otu1518	0	0	0	0	3	2	0	2
otu1519	0	0	0	0	0	0	1	1
otu1520	0	0	0	0	0	11	0	0
otu1521	0	0	0	1	0	0	0	1
otu1522	0	0	0	0	0	9	0	1
otu1523	0	0	0	0	0	3	4	1
otu1524	0	0	0	0	0	0	1	1
otu1525	0	0	0	0	1	1	1	1
otu1526	0	0	0	0	1	2	2	1
otu1527	0	0	0	2	0	0	0	0
otu1528	0	0	0	6	0	0	0	0
otu1529	0	0	0	6	0	0	0	0
otu1530	0	1	0	1	0	0	0	0
otu1531	0	0	0	0	1	0	2	1
otu1532	0	0	0	0	0	2	1	0
otu1533	0	0	0	0	1	5	1	2
otu1534	0	0	0	2	0	0	0	0
otu1535	0	0	0	0	0	2	0	0
otu1536	0	0	0	0	0	11	0	0
otu1537	0	0	0	1	0	1	0	0
otu1538	1	0	0	2	0	0	0	0
otu1539	0	0	0	2	0	0	0	0
otu1540	0	0	0	11	0	0	0	0
otu1541	0	0	0	0	1	3	0	1
otu1542	0	0	1	0	0	0	1	0
otu1543	0	0	0	0	0	11	0	0
otu1544	0	9	0	1	0	0	0	0
otu1545	0	0	0	2	0	0	0	0
otu1546	0	0	0	0	0	10	0	0
otu1547	0	0	0	0	1	3	0	3
otu1548	0	1	0	1	0	0	0	0
otu1549	0	0	0	0	0	2	0	0
otu1550	2	0	0	1	0	0	0	0
otu1551	0	0	0	0	1	4	0	3
otu1552	0	0	0	0	0	2	0	0
otu1553	0	0	0	0	2	3	1	1
otu1554	0	0	0	0	0	10	0	0
otu1555	0	0	0	0	2	6	0	1
otu1556	1	0	0	0	0	0	1	0
otu1557	1	1	0	1	0	0	0	0
otu1558	0	0	0	0	0	10	0	0
otu1559	0	0	0	0	0	0	1	1
otu1560	0	0	0	0	0	1	0	5
otu1561	0	0	0	8	0	0	0	0
otu1562	0	0	0	0	0	4	1	0
otu1563	0	0	0	0	1	5	1	1
otu1564	0	0	0	0	2	2	0	3
otu1565	0	0	0	0	2	1	0	2
otu1566	0	0	0	2	0	0	0	0
otu1567	0	0	0	0	0	4	0	0
otu1568	0	0	0	0	0	0	0	2
otu1569	0	0	0	0	2	4	0	3
otu1570	0	0	0	0	0	0	3	1
otu1571	0	3	0	5	0	0	0	0
otu1572	0	0	0	3	0	0	0	0
otu1573	0	0	0	0	0	0	1	2
otu1574	0	0	0	2	0	0	0	0
otu1575	0	0	0	0	1	6	1	0
otu1576	0	1	1	0	0	1	1	0
otu1577	0	0	0	0	0	0	1	1
otu1578	0	0	0	0	0	6	0	2
otu1579	0	0	0	0	1	7	0	0
otu1580	0	0	0	0	1	9	0	0
otu1581	0	0	0	0	0	1	2	1
otu1582	0	0	0	0	0	6	0	0
otu1583	0	0	0	0	0	0	1	2
otu1584	0	0	0	0	1	4	2	1
otu1585	0	0	0	0	0	2	0	0
otu1586	0	0	0	0	0	4	0	2
otu1587	0	0	0	0	0	0	0	2
otu1588	0	0	0	0	0	4	0	3
otu1589	0	0	0	0	0	0	2	1
otu1590	0	0	0	0	0	10	0	0
otu1591	0	0	0	0	0	0	2	0
otu1592	0	0	0	10	0	0	0	0
otu1593	0	0	0	1	0	0	2	0
otu1594	0	0	0	0	0	8	0	0
otu1595	0	0	0	0	0	0	1	1
otu1596	0	0	0	0	1	0	1	0
otu1597	0	0	0	0	1	0	3	0
otu1598	0	0	0	0	4	2	0	1
otu1599	2	0	0	0	0	0	0	0
otu1600	0	0	0	8	0	0	0	0
otu1601	0	0	0	0	0	3	1	2
otu1602	0	0	0	0	0	3	1	3
otu1603	0	0	0	0	0	6	0	0
otu1604	0	0	0	0	2	0	0	0
otu1605	0	0	0	0	0	10	0	0
otu1606	0	0	0	0	0	10	0	0
otu1607	0	0	0	0	0	6	0	0
otu1608	0	0	0	0	0	10	0	0
otu1609	0	0	0	1	0	0	0	4
otu1610	0	0	0	0	3	3	0	1
otu1611	0	0	0	0	0	0	1	1
otu1612	0	0	0	0	0	2	0	3
otu1613	0	0	0	0	0	0	0	4
otu1614	0	0	0	0	2	2	2	0
otu1615	2	0	0	1	0	0	0	0
otu1616	0	0	0	0	0	0	2	1
otu1617	0	0	0	0	0	0	2	1
otu1618	0	0	0	0	3	2	0	1
otu1619	0	0	0	0	0	10	0	0
otu1620	1	0	0	1	0	0	0	0
otu1621	0	0	0	2	0	1	0	0
otu1622	0	0	0	0	1	3	0	1
otu1623	0	0	0	0	4	1	0	2
otu1624	0	0	0	0	1	0	1	1
otu1625	0	0	0	0	0	9	0	0
otu1626	0	0	0	0	0	0	2	0
otu1627	0	0	0	0	1	0	1	1
otu1628	0	0	0	0	0	9	0	0
otu1629	0	0	0	0	0	3	1	0
otu1630	0	0	0	10	0	0	0	0
otu1631	0	0	0	1	0	0	1	0
otu1632	0	0	0	0	0	9	0	0
otu1633	0	0	0	0	0	5	1	0
otu1634	2	0	0	0	0	0	0	0
otu1635	0	0	0	0	0	3	0	1
otu1636	0	0	0	0	0	6	0	0
otu1637	1	1	0	0	0	0	0	0
otu1638	0	0	0	2	0	0	0	0
otu1639	0	0	0	0	0	0	1	4
otu1640	0	0	0	0	0	2	1	0
otu1641	0	0	0	0	1	3	0	0
otu1642	0	0	0	0	0	10	0	0
otu1643	0	0	0	5	0	0	0	0
otu1644	0	0	0	0	0	10	0	0
otu1645	0	0	0	0	1	3	0	1
otu1646	0	0	0	0	1	3	3	2
otu1647	0	0	0	0	1	3	2	1
otu1648	0	0	0	0	0	9	1	0
otu1649	0	0	0	0	0	10	0	0
otu1650	0	0	0	0	0	10	0	0
otu1651	0	0	0	1	0	1	1	0
otu1652	0	0	0	2	0	0	0	0
otu1653	0	0	0	0	0	9	1	0
otu1654	0	0	0	0	0	1	0	1
otu1655	0	0	0	0	0	9	0	0
otu1656	0	0	0	0	0	0	0	2
otu1657	0	0	0	10	0	0	0	0
otu1658	0	0	0	3	0	0	0	0
otu1659	0	0	0	0	0	4	1	2
otu1660	0	0	0	0	0	5	1	1
otu1661	0	1	0	0	0	0	1	1
otu1662	0	1	0	1	0	0	0	0
otu1663	0	0	0	0	0	8	0	1
otu1664	0	0	0	0	0	9	0	0
otu1665	0	0	0	0	0	2	0	0
otu1666	0	0	0	0	0	2	0	0
otu1667	0	6	0	0	0	0	0	0
otu1668	0	0	0	0	0	1	0	5
otu1669	0	0	0	0	0	9	0	0
otu1670	0	0	0	0	0	3	0	1
otu1671	0	0	0	0	2	1	0	4
otu1672	0	0	0	0	1	2	0	1
otu1673	0	0	0	9	0	0	0	0
otu1674	0	0	0	0	2	2	0	1
otu1675	0	0	0	0	2	3	0	0
otu1676	0	0	0	0	0	9	0	0
otu1677	0	0	0	0	0	0	1	4
otu1678	0	0	0	0	1	0	1	0
otu1679	0	0	0	0	0	8	0	0
otu1680	0	0	0	0	0	1	1	2
otu1681	0	0	0	0	0	4	0	0
otu1682	0	0	0	0	1	1	0	1
otu1683	0	0	0	0	0	9	0	0
otu1684	0	0	0	0	0	1	1	1
otu1685	0	0	0	0	0	9	0	0
otu1686	0	0	0	2	0	0	0	0
otu1687	0	0	0	0	1	3	0	2
otu1688	0	0	0	0	0	4	0	1
otu1689	0	0	0	0	0	1	2	0
otu1690	0	0	0	0	0	0	2	0
otu1691	0	0	0	0	0	2	1	2
otu1692	0	0	0	0	0	9	0	0
otu1693	1	0	0	0	0	1	0	0
otu1694	0	0	0	0	0	9	0	0
otu1695	1	0	0	0	0	0	0	1
otu1696	0	0	0	0	0	9	0	0
otu1697	0	0	0	0	1	0	1	0
otu1698	0	0	0	0	0	9	0	0
otu1699	0	0	0	0	0	7	1	0
otu1700	0	0	0	2	0	0	0	0
otu1701	0	0	0	0	0	5	0	1
otu1702	0	0	0	0	0	9	0	0
otu1703	0	0	0	0	0	4	0	0
otu1704	0	0	0	0	0	7	0	0
otu1705	0	0	0	0	2	3	0	1
otu1706	0	0	0	0	0	3	1	3
otu1707	0	0	0	0	0	7	0	0
otu1708	0	0	0	0	0	2	2	3
otu1709	0	0	1	0	0	0	1	0
otu1710	1	0	0	0	0	0	1	0
otu1711	0	0	0	0	0	8	1	0
otu1712	0	0	0	0	0	7	0	0
otu1713	0	0	0	2	0	0	0	0
otu1714	0	0	0	0	2	0	1	0
otu1715	0	0	0	0	0	4	0	2
otu1716	1	0	0	2	0	0	0	0
otu1717	0	0	0	3	0	0	0	0
otu1718	0	0	0	0	2	4	0	1
otu1719	0	0	0	0	0	3	1	0
otu1720	0	0	0	0	0	8	0	0
otu1721	0	0	0	0	2	2	0	0
otu1722	0	0	0	0	0	0	0	6
otu1723	0	0	0	1	1	0	1	0
otu1724	1	1	0	0	0	0	0	0
otu1725	0	0	0	9	0	0	0	0
otu1726	0	0	0	3	0	0	0	0
otu1727	0	0	0	0	0	1	0	2
otu1728	0	0	0	0	1	1	1	0
otu1729	0	0	0	0	0	9	0	0
otu1730	0	0	0	0	0	9	0	0
otu1731	0	1	0	1	0	0	0	0
otu1732	0	0	0	0	0	8	0	0
otu1733	0	0	0	0	0	1	0	1
otu1734	0	0	0	0	0	8	0	0
otu1735	0	0	0	0	0	0	1	1
otu1736	0	0	0	0	0	3	0	1
otu1737	0	0	0	0	0	2	0	0
otu1738	0	0	0	3	0	0	0	0
otu1739	0	0	0	0	0	9	0	0
otu1740	0	0	0	0	0	9	0	0
otu1741	0	0	0	0	2	0	0	0
otu1742	0	0	0	0	0	1	1	0
otu1743	0	0	0	0	3	2	0	1
otu1744	0	0	0	0	0	2	0	3
otu1745	0	0	0	0	0	3	0	0
otu1746	0	0	0	0	0	0	2	1
otu1747	0	0	0	0	0	0	1	1
otu1748	0	0	0	2	0	0	0	0
otu1749	0	0	0	0	0	1	0	1
otu1750	0	0	0	0	1	6	0	0
otu1751	3	0	0	1	0	0	0	0
otu1752	0	0	0	0	0	0	2	0
otu1753	0	0	0	0	1	3	0	4
otu1754	0	0	0	0	0	9	0	0
otu1755	0	0	0	9	0	0	0	0
otu1756	0	0	0	0	0	9	0	0
otu1757	0	0	0	0	0	9	0	0
otu1758	0	0	0	0	2	2	1	1
otu1759	0	0	0	0	0	8	0	1
otu1760	0	0	0	2	0	0	0	0
otu1761	0	0	0	0	1	4	0	1
otu1762	0	0	0	0	0	4	1	2
otu1763	0	0	0	0	0	9	0	0
otu1764	0	0	0	0	0	5	1	3
otu1765	2	0	0	0	0	0	0	0
otu1766	0	0	0	0	0	9	0	0
otu1767	0	0	0	0	0	2	0	0
otu1768	0	0	0	0	0	1	0	2
otu1769	0	0	0	0	0	0	0	2
otu1770	0	0	0	0	0	4	1	2
otu1771	0	0	0	0	0	1	1	1
otu1772	0	0	0	0	0	0	0	2
otu1773	0	0	0	0	0	2	0	5
otu1774	0	0	0	0	0	3	0	0
otu1775	0	0	0	0	1	3	1	1
otu1776	0	0	0	0	2	0	0	2
otu1777	0	0	0	2	0	0	1	0
otu1778	0	0	0	0	0	6	0	1
otu1779	0	0	0	0	2	4	0	1
otu1780	2	0	0	0	0	0	0	0
otu1781	0	0	0	0	0	9	0	0
otu1782	0	0	0	0	0	1	0	2
otu1783	0	0	0	6	0	0	0	0
otu1784	0	0	0	0	0	9	0	0
otu1785	0	0	1	0	0	0	0	2
otu1786	0	0	0	0	0	4	0	2
otu1787	0	0	0	0	0	8	0	0
otu1788	0	0	0	0	0	0	1	1
otu1789	0	0	0	0	0	5	0	1
otu1790	2	0	1	0	0	0	0	0
otu1791	0	0	0	9	0	0	0	0
otu1792	0	1	0	0	0	0	1	0
otu1793	0	0	0	0	0	3	1	1
otu1794	0	0	0	0	0	0	2	2
otu1795	0	0	0	2	0	0	0	0
otu1796	0	0	0	0	0	2	1	3
otu1797	0	0	0	0	0	4	0	0
otu1798	0	0	0	2	0	1	0	0
otu1799	0	0	0	9	0	0	0	0
otu1800	0	0	0	1	0	2	0	0
otu1801	0	0	0	0	0	9	0	0
otu1802	2	0	0	0	0	0	0	0
otu1803	0	0	0	0	1	3	0	1
otu1804	0	0	0	1	0	2	0	2
otu1805	0	0	0	0	0	2	0	5
otu1806	0	0	0	0	0	6	0	1
otu1807	0	0	0	0	0	0	1	1
otu1808	0	0	0	0	0	0	1	2
otu1809	0	0	0	0	1	0	0	1
otu1810	0	1	1	0	0	0	1	0
otu1811	0	0	0	0	0	0	1	2
otu1812	0	0	0	5	0	0	0	0
otu1813	0	0	0	0	0	0	2	1
otu1814	0	0	0	0	0	7	0	0
otu1815	0	0	0	0	0	4	0	2
otu1816	0	0	0	0	0	8	0	0
otu1817	0	0	0	7	0	0	0	0
otu1818	0	0	0	0	0	0	2	1
otu1819	1	0	1	0	0	1	0	0
otu1820	0	0	0	0	0	1	1	0
otu1821	0	0	0	0	0	8	0	0
otu1822	0	0	0	0	0	0	1	1
otu1823	0	0	0	0	0	1	0	1
otu1824	0	0	0	0	0	8	0	0
otu1825	0	0	0	0	1	7	0	0
otu1826	0	0	0	0	2	2	1	0
otu1827	1	0	0	7	0	0	0	0
otu1828	0	0	0	7	0	0	0	0
otu1829	0	0	0	0	0	0	0	5
otu1830	0	0	0	0	0	8	0	0
otu1831	0	0	0	0	0	4	0	1
otu1832	0	0	0	0	0	8	0	0
otu1833	0	0	0	1	0	1	0	0
otu1834	0	0	0	0	2	2	0	1
otu1835	0	0	0	0	1	0	1	0
otu1836	1	0	0	1	0	0	0	0
otu1837	0	0	0	0	2	2	1	1
otu1838	0	0	0	0	0	0	0	4
otu1839	0	0	0	0	0	0	3	1
otu1840	0	0	0	0	2	3	1	0
otu1841	0	0	0	0	0	7	0	0
otu1842	0	0	0	0	0	3	0	0
otu1843	0	0	0	0	0	0	2	0
otu1844	0	0	0	0	0	2	0	0
otu1845	0	0	0	0	0	1	2	1
otu1846	0	0	0	0	0	3	0	5
otu1847	0	0	0	0	0	8	0	0
otu1848	0	0	0	0	0	0	0	2
otu1849	0	0	0	0	1	3	1	0
otu1850	0	0	0	0	2	0	1	1
otu1851	0	0	0	0	0	7	0	0
otu1852	0	0	0	0	0	8	0	0
otu1853	0	0	0	0	0	3	1	0
otu1854	0	0	0	0	0	6	1	1
otu1855	0	0	0	0	0	8	0	0
otu1856	0	0	0	3	0	0	0	0
otu1857	0	0	0	0	0	8	0	0
otu1858	0	0	0	0	1	2	1	0
otu1859	0	0	0	0	0	8	0	0
otu1860	0	0	0	0	1	2	2	0
otu1861	0	0	0	0	1	6	0	0
otu1862	0	0	0	0	1	1	0	1
otu1863	0	0	0	0	0	2	0	0
otu1864	0	0	0	2	0	0	0	0
otu1865	0	0	0	2	0	0	0	1
otu1866	0	0	0	0	0	0	1	2
otu1867	0	0	0	0	0	8	0	0
otu1868	1	1	0	0	0	0	0	0
otu1869	0	1	1	0	0	0	0	0
otu1870	0	0	0	0	0	8	0	0
otu1871	0	0	3	0	0	0	0	0
otu1872	0	0	0	0	2	2	0	3
otu1873	0	0	0	0	0	8	0	0
otu1874	2	0	0	0	0	0	0	0
otu1875	0	0	0	0	0	8	0	0
otu1876	0	0	0	2	0	0	0	0
otu1877	0	0	0	0	2	3	0	0
otu1878	0	0	0	7	0	0	0	0
otu1879	3	0	0	1	0	0	0	0
otu1880	0	0	0	0	0	7	0	0
otu1881	0	0	0	0	1	0	2	0
otu1882	2	0	0	0	0	0	0	0
otu1883	0	0	0	0	0	1	1	2
otu1884	0	0	0	0	2	2	0	0
otu1885	0	0	0	0	0	0	0	2
otu1886	0	0	0	0	0	2	0	0
otu1887	1	0	0	0	1	1	0	0
otu1888	0	0	0	0	0	0	1	2
otu1889	0	0	0	0	0	8	0	0
otu1890	0	0	0	1	0	0	0	1
otu1891	0	0	0	0	0	8	0	0
otu1892	0	0	0	0	0	8	0	0
otu1893	0	0	0	0	0	7	0	0
otu1894	0	0	0	0	0	8	0	0
otu1895	0	0	0	0	0	8	0	0
otu1896	0	0	0	0	1	5	1	1
otu1897	0	0	0	0	2	0	1	0
otu1898	0	0	0	3	0	0	0	0
otu1899	0	0	0	0	0	0	1	4
otu1900	0	0	0	0	0	5	0	1
otu1901	0	0	0	0	3	3	1	0
otu1902	0	0	0	0	0	7	0	0
otu1903	0	0	0	0	0	1	1	0
otu1904	0	0	0	0	0	5	0	0
otu1905	0	0	0	0	0	8	0	0
otu1906	0	0	0	0	0	8	0	0
otu1907	0	0	0	0	0	1	0	2
otu1908	0	0	0	0	1	5	0	1
otu1909	0	0	0	8	0	0	0	0
otu1910	0	0	0	1	1	0	0	1
otu1911	0	0	0	0	0	8	0	0
otu1912	0	0	0	0	0	1	1	0
otu1913	0	0	0	0	0	1	0	2
otu1914	0	0	0	0	0	8	0	0
otu1915	0	0	0	0	0	7	0	0
otu1916	0	0	0	0	0	5	0	0
otu1917	1	0	1	0	0	0	0	0
otu1918	0	0	0	0	0	0	1	1
otu1919	0	0	0	0	0	1	0	1
otu1920	0	0	0	2	0	0	0	0
otu1921	0	0	0	0	0	0	0	4
otu1922	0	0	0	0	0	7	0	1
otu1923	0	0	0	1	0	1	0	0
otu1924	0	0	0	0	0	0	2	1
otu1925	0	0	0	0	0	0	1	1
otu1926	0	0	0	0	0	6	0	0
otu1927	0	0	1	1	0	0	0	0
otu1928	0	0	0	0	1	0	0	1
otu1929	0	0	0	0	0	8	0	0
otu1930	0	0	0	0	0	2	0	1
otu1931	0	0	0	0	0	8	0	0
otu1932	0	0	0	0	1	3	0	1
otu1933	0	0	0	7	0	0	0	0
otu1934	0	0	0	0	1	3	0	0
otu1935	0	0	2	0	1	0	0	0
otu1936	0	0	0	0	0	3	1	2
otu1937	0	2	0	0	0	0	1	0
otu1938	0	0	0	0	1	4	1	0
otu1939	0	0	0	0	1	1	1	1
otu1940	0	0	0	0	0	4	0	1
otu1941	0	0	0	4	0	0	0	0
otu1942	0	0	0	0	0	4	0	2
otu1943	0	0	0	0	0	0	0	3
otu1944	0	0	0	1	0	0	0	1
otu1945	0	0	0	0	0	0	1	1
otu1946	0	0	0	0	0	8	0	0
otu1947	0	0	0	0	0	0	0	3
otu1948	0	0	0	0	0	0	2	0
otu1949	0	0	0	0	0	3	0	5
otu1950	0	0	0	0	0	3	1	0
otu1951	0	0	0	0	0	7	0	0
otu1952	0	0	0	0	1	0	0	1
otu1953	0	0	0	0	0	7	1	0
otu1954	0	0	0	0	0	4	0	0
otu1955	0	1	1	0	0	0	0	1
otu1956	0	0	0	0	0	3	0	0
otu1957	0	0	0	0	1	2	1	1
otu1958	0	0	0	0	0	0	0	6
otu1959	0	2	1	0	0	0	0	0
otu1960	0	0	0	0	0	0	0	2
otu1961	0	0	0	0	0	0	0	2
otu1962	0	0	0	0	0	0	0	2
otu1963	0	0	0	0	1	0	0	1
otu1964	0	0	0	0	0	8	0	0
otu1965	0	0	0	0	2	4	0	1
otu1966	0	0	0	0	0	8	0	0
otu1967	0	0	0	0	0	8	0	0
otu1968	0	0	0	0	0	0	2	1
otu1969	0	0	0	2	0	0	0	0
otu1970	0	0	0	0	0	1	1	4
otu1971	0	0	0	0	0	1	1	1
otu1972	0	1	0	1	0	0	0	0
otu1973	0	0	0	0	0	1	0	1
otu1974	0	0	0	0	0	0	0	2
otu1975	0	0	0	0	0	1	1	0
otu1976	0	0	0	0	0	0	0	3
otu1977	0	0	0	0	0	0	0	2
otu1978	0	0	0	7	0	0	0	0
otu1979	0	0	0	0	0	0	1	2
otu1980	0	0	0	7	0	0	0	0
otu1981	0	0	0	0	0	6	0	0
otu1982	0	0	0	0	0	4	0	0
otu1983	0	0	0	0	0	0	0	2
otu1984	0	0	0	6	0	0	0	0
otu1985	2	0	0	0	0	0	0	0
otu1986	0	0	0	0	1	0	0	2
otu1987	0	0	0	0	1	0	1	0
otu1988	0	0	0	0	0	2	0	0
otu1989	0	0	0	2	0	2	0	1
otu1990	0	0	0	1	0	0	0	2
otu1991	2	0	0	0	0	0	0	0
otu1992	0	0	0	0	0	0	0	2
otu1993	0	0	0	0	0	0	1	1
otu1994	0	0	0	2	0	0	0	0
otu1995	0	0	0	7	0	0	0	0
otu1996	0	0	0	0	1	0	0	3
otu1997	0	0	1	0	0	0	1	1
otu1998	2	0	0	0	0	0	0	0
otu1999	1	0	0	1	0	0	0	0
otu2000	0	0	0	0	5	0	0	1
otu2001	0	0	0	0	0	7	0	0
otu2002	2	0	0	0	0	0	0	0
otu2003	0	0	0	0	0	4	0	0
otu2004	0	0	0	0	0	1	1	1
otu2005	0	0	0	0	3	2	0	0
otu2006	0	0	0	2	0	0	0	0
otu2007	0	0	0	0	1	0	0	1
otu2008	0	0	0	0	0	2	1	1
otu2009	0	0	0	0	1	0	2	0
otu2010	0	0	0	0	1	2	1	0
otu2011	0	0	0	0	1	1	0	2
otu2012	0	0	0	0	0	0	1	1
otu2013	0	0	0	7	0	0	0	0
